#
# https://github.com/ccammack/anki-vim-quickref
#
# Import vim-quickref.csv into Anki with these Import Options:
#
#   Type:                 Basic (and reversed card)
#   Deck:                 vim-quickref
#   Fields separated by:  Tab
#   Allow HTML in fields: [checked]
#
# https://raw.githubusercontent.com/vim/vim/master/runtime/doc/quickref.txt
#
# *quickref.txt*  For Vim version 9.1.  Last change: 2024 Mar 03
#
(Digraphs)<br>:dig[raphs] {char1}{char2} {number} ...  	(Digraphs)<br>  add digraph(s) to the list
(Digraphs)<br>CTRL-K {char1} {char2}  	(Digraphs)<br>  enter digraph
(Digraphs)<br>{char1} &lt;BS&gt; {char2}  	(Digraphs)<br>  enter digraph if 'digraph' option set
(Special inserts)<br>:r [file]  	(Special inserts)<br>  insert the contents of [file] below the cursor
(Special inserts)<br>:r! {command} insert the standard output of {command} below the  	(Special inserts)<br>  cursor
(Deleting text)<br>N x  	(Deleting text)<br>  delete N characters under and after the cursor
(Deleting text)<br>N &lt;Del&gt;  	(Deleting text)<br>  delete N characters under and after the cursor
(Deleting text)<br>N X  	(Deleting text)<br>  delete N characters before the cursor
(Deleting text)<br>N d{motion}  	(Deleting text)<br>  delete the text that is moved over with {motion}
(Deleting text)<br>{visual}d  	(Deleting text)<br>  delete the highlighted text
(Deleting text)<br>N dd  	(Deleting text)<br>  delete N lines
(Deleting text)<br>N D  	(Deleting text)<br>  delete to the end of the line (and N-1 more lines)
(Deleting text)<br>N J  	(Deleting text)<br>  join N-1 lines (delete &lt;EOL&gt;s)
(Deleting text)<br>{visual}J  	(Deleting text)<br>  join the highlighted lines
(Deleting text)<br>N gJ  	(Deleting text)<br>  like "J", but without inserting spaces
(Deleting text)<br>{visual}gJ  	(Deleting text)<br>  like "{visual}J", but without inserting spaces
(Deleting text)<br>:[range]d [x]  	(Deleting text)<br>  delete [range] lines [into register x]
(Copying and moving text)<br>"{char}  	(Copying and moving text)<br>  use register {char} for the next delete, yank, or put
(Copying and moving text)<br>:reg  	(Copying and moving text)<br>  show the contents of all registers
(Copying and moving text)<br>:reg {arg}  	(Copying and moving text)<br>  show the contents of registers mentioned in {arg}
(Copying and moving text)<br>N y{motion}  	(Copying and moving text)<br>  yank the text moved over with {motion} into a register
(Copying and moving text)<br>{visual}y  	(Copying and moving text)<br>  yank the highlighted text into a register
(Copying and moving text)<br>N yy  	(Copying and moving text)<br>  yank N lines into a register
(Copying and moving text)<br>N Y  	(Copying and moving text)<br>  yank N lines into a register
(Copying and moving text)<br>N p  	(Copying and moving text)<br>  put a register after the cursor position (N times)
(Copying and moving text)<br>N P  	(Copying and moving text)<br>  put a register before the cursor position (N times)
(Copying and moving text)<br>N ]p  	(Copying and moving text)<br>  like p, but adjust indent to current line
(Copying and moving text)<br>N [p  	(Copying and moving text)<br>  like P, but adjust indent to current line
(Copying and moving text)<br>N gp  	(Copying and moving text)<br>  like p, but leave cursor after the new text
(Copying and moving text)<br>N gP  	(Copying and moving text)<br>  like P, but leave cursor after the new text
(Changing text)<br>N r{char}  	(Changing text)<br>  replace N characters with {char}
(Changing text)<br>N gr{char}  	(Changing text)<br>  replace N characters without affecting layout
(Changing text)<br>N R  	(Changing text)<br>  enter Replace mode (repeat the entered text N times)
(Changing text)<br>N gR  	(Changing text)<br>  enter virtual Replace mode: Like Replace mode but without affecting layout
(Changing text)<br>{visual}r{char}  	(Changing text)<br>  in Visual block mode: Replace each char of the selected text with {char}
(Changing text)<br>N c{motion}  	(Changing text)<br>  change the text that is moved over with {motion}
(Changing text)<br>{visual}c  	(Changing text)<br>  change the highlighted text
(Changing text)<br>N cc  	(Changing text)<br>  change N lines
(Changing text)<br>N S  	(Changing text)<br>  change N lines
(Changing text)<br>N C  	(Changing text)<br>  change to the end of the line (and N-1 more lines)
(Changing text)<br>N s  	(Changing text)<br>  change N characters
(Changing text)<br>{visual}c  	(Changing text)<br>  in Visual block mode: Change each of the selected lines with the entered text
(Changing text)<br>{visual}C  	(Changing text)<br>  in Visual block mode: Change each of the selected lines until end-of-line with the entered text
(Changing text)<br>N ~  	(Changing text)<br>  switch case for N characters and advance cursor
(Changing text)<br>{visual}~  	(Changing text)<br>  switch case for highlighted text
(Changing text)<br>{visual}u  	(Changing text)<br>  make highlighted text lowercase
(Changing text)<br>{visual}U  	(Changing text)<br>  make highlighted text uppercase
(Changing text)<br>g~{motion} switch case for the text that is moved over with  	(Changing text)<br>  {motion}
(Changing text)<br>gu{motion} make the text that is moved over with {motion}  	(Changing text)<br>  lowercase
(Changing text)<br>gU{motion} make the text that is moved over with {motion}  	(Changing text)<br>  uppercase
(Changing text)<br>{visual}g?  	(Changing text)<br>  perform rot13 encoding on highlighted text
(Changing text)<br>g?{motion} perform rot13 encoding on the text that is moved over  	(Changing text)<br>  with {motion}
(Changing text)<br>N CTRL-A  	(Changing text)<br>  add N to the number at or after the cursor
(Changing text)<br>N CTRL-X  	(Changing text)<br>  subtract N from the number at or after the cursor
(Changing text)<br>N &lt;{motion}  	(Changing text)<br>  move the lines that are moved over with {motion} one shiftwidth left
(Changing text)<br>N &lt;&lt;  	(Changing text)<br>  move N lines one shiftwidth left
(Changing text)<br>N &gt;{motion}  	(Changing text)<br>  move the lines that are moved over with {motion} one shiftwidth right
(Changing text)<br>N &gt;&gt;  	(Changing text)<br>  move N lines one shiftwidth right
(Changing text)<br>N gq{motion}  	(Changing text)<br>  format the lines that are moved over with {motion} to 'textwidth' length
(Changing text)<br>:[range]ce[nter] [width]  	(Changing text)<br>  center the lines in [range]
(Changing text)<br>:[range]le[ft] [indent]  	(Changing text)<br>  left-align the lines in [range] (with [indent])
(Changing text)<br>:[range]ri[ght] [width]  	(Changing text)<br>  right-align the lines in [range]
(Complex changes)<br>N !{motion}{command}&lt;CR&gt;  	(Complex changes)<br>  filter the lines that are moved over through {command}
(Complex changes)<br>N !!{command}&lt;CR&gt;  	(Complex changes)<br>  filter N lines through {command}
(Complex changes)<br>{visual}!{command}&lt;CR&gt;  	(Complex changes)<br>  filter the highlighted lines through {command}
(Complex changes)<br>:[range]! {command}&lt;CR&gt;  	(Complex changes)<br>  filter [range] lines through {command}
(Complex changes)<br>N ={motion}  	(Complex changes)<br>  filter the lines that are moved over through 'equalprg'
(Complex changes)<br>N ==  	(Complex changes)<br>  filter N lines through 'equalprg'
(Complex changes)<br>{visual}=  	(Complex changes)<br>  filter the highlighted lines through 'equalprg'
(Complex changes)<br>:[range]s[ubstitute]/{pattern}/{string}/[g][c]  	(Complex changes)<br>  substitute {pattern} by {string} in [range] lines; with [g], replace all occurrences of {pattern}; with [c], confirm each replacement
(Complex changes)<br>:[range]s[ubstitute] [g][c]  	(Complex changes)<br>  repeat previous ":s" with new range and options
(Complex changes)<br>&  	(Complex changes)<br>  Repeat previous ":s" on current line without options
(Complex changes)<br>:[range]ret[ab][!] [tabstop]  	(Complex changes)<br>  set 'tabstop' to new value and adjust white space accordingly
(Visual mode)<br>v  	(Visual mode)<br>  start highlighting characters } move cursor and use
(Visual mode)<br>V  	(Visual mode)<br>  start highlighting linewise } operator to affect
(Visual mode)<br>CTRL-V  	(Visual mode)<br>  start highlighting blockwise } highlighted text
(Visual mode)<br>o  	(Visual mode)<br>  exchange cursor position with start of highlighting
(Visual mode)<br>gv  	(Visual mode)<br>  start highlighting on previous visual area
(Visual mode)<br>v  	(Visual mode)<br>  highlight characters or stop highlighting
(Visual mode)<br>V  	(Visual mode)<br>  highlight linewise or stop highlighting
(Visual mode)<br>CTRL-V  	(Visual mode)<br>  highlight blockwise or stop highlighting
(Text objects (only in Visual mode or after an operator))<br>N aw  	(Text objects (only in Visual mode or after an operator))<br>  Select "a word"
(Text objects (only in Visual mode or after an operator))<br>N iw  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner word"
(Text objects (only in Visual mode or after an operator))<br>N aW  	(Text objects (only in Visual mode or after an operator))<br>  Select "a |WORD|"
(Text objects (only in Visual mode or after an operator))<br>N iW  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner |WORD|"
(Text objects (only in Visual mode or after an operator))<br>N as  	(Text objects (only in Visual mode or after an operator))<br>  Select "a sentence"
(Text objects (only in Visual mode or after an operator))<br>N is  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner sentence"
(Text objects (only in Visual mode or after an operator))<br>N ap  	(Text objects (only in Visual mode or after an operator))<br>  Select "a paragraph"
(Text objects (only in Visual mode or after an operator))<br>N ip  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner paragraph"
(Text objects (only in Visual mode or after an operator))<br>N ab  	(Text objects (only in Visual mode or after an operator))<br>  Select "a block" (from "[(" to "])")
(Text objects (only in Visual mode or after an operator))<br>N ib  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner block" (from "[(" to "])")
(Text objects (only in Visual mode or after an operator))<br>N aB  	(Text objects (only in Visual mode or after an operator))<br>  Select "a Block" (from "[{" to "]}")
(Text objects (only in Visual mode or after an operator))<br>N iB  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner Block" (from "[{" to "]}")
(Text objects (only in Visual mode or after an operator))<br>N a&gt;  	(Text objects (only in Visual mode or after an operator))<br>  Select "a &lt;&gt; block"
(Text objects (only in Visual mode or after an operator))<br>N i&gt;  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner &lt;&gt; block"
(Text objects (only in Visual mode or after an operator))<br>N at  	(Text objects (only in Visual mode or after an operator))<br>  Select "a tag block" (from &lt;aaa&gt; to &lt;/aaa&gt;)
(Text objects (only in Visual mode or after an operator))<br>N it  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner tag block" (from &lt;aaa&gt; to &lt;/aaa&gt;)
(Text objects (only in Visual mode or after an operator))<br>N a'  	(Text objects (only in Visual mode or after an operator))<br>  Select "a single quoted string"
(Text objects (only in Visual mode or after an operator))<br>N i'  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner single quoted string"
(Text objects (only in Visual mode or after an operator))<br>N a"  	(Text objects (only in Visual mode or after an operator))<br>  Select "a double quoted string"
(Text objects (only in Visual mode or after an operator))<br>N i"  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner double quoted string"
(Text objects (only in Visual mode or after an operator))<br>N a`  	(Text objects (only in Visual mode or after an operator))<br>  Select "a backward quoted string"
(Text objects (only in Visual mode or after an operator))<br>N i`  	(Text objects (only in Visual mode or after an operator))<br>  Select "inner backward quoted string"
(Repeating commands)<br>N .  	(Repeating commands)<br>  repeat last change (with count replaced with N)
(Repeating commands)<br>q{a-z}  	(Repeating commands)<br>  record typed characters into register {a-z}
(Repeating commands)<br>q{A-Z}  	(Repeating commands)<br>  record typed characters, appended to register {a-z}
(Repeating commands)<br>q  	(Repeating commands)<br>  stop recording
(Repeating commands)<br>N @{a-z}  	(Repeating commands)<br>  execute the contents of register {a-z} (N times)
(Repeating commands)<br>N @@  	(Repeating commands)<br>  repeat previous @{a-z} (N times)
(Repeating commands)<br>:@{a-z}  	(Repeating commands)<br>  execute the contents of register {a-z} as an Ex command
(Repeating commands)<br>:@@  	(Repeating commands)<br>  repeat previous :@{a-z}
(Repeating commands)<br>:[range]g[lobal]/{pattern}/[cmd]  	(Repeating commands)<br>  execute Ex command [cmd] (default: ":p") on the lines within [range] where {pattern} matches
(Repeating commands)<br>:[range]g[lobal]!/{pattern}/[cmd]  	(Repeating commands)<br>  execute Ex command [cmd] (default: ":p") on the lines within [range] where {pattern} does NOT match
(Repeating commands)<br>:so[urce] {file}  	(Repeating commands)<br>  read Ex commands from {file}
(Repeating commands)<br>:so[urce]! {file}  	(Repeating commands)<br>  read Vim commands from {file}
(Repeating commands)<br>:sl[eep] [sec]  	(Repeating commands)<br>  don't do anything for [sec] seconds
(Repeating commands)<br>N gs  	(Repeating commands)<br>  goto Sleep for N seconds
(Key mapping)<br>:ma[p] {lhs} {rhs}  	(Key mapping)<br>  map {lhs} to {rhs} in Normal and Visual mode
(Key mapping)<br>:ma[p]! {lhs} {rhs} map {lhs} to {rhs} in Insert and Command-line  	(Key mapping)<br>  mode
(Key mapping)<br>:no[remap][!] {lhs} {rhs}  	(Key mapping)<br>  same as ":map", no remapping for this {rhs}
(Key mapping)<br>:unm[ap] {lhs}  	(Key mapping)<br>  remove the mapping of {lhs} for Normal and Visual mode
(Key mapping)<br>:unm[ap]! {lhs}  	(Key mapping)<br>  remove the mapping of {lhs} for Insert and Command-line mode
(Key mapping)<br>:ma[p] [lhs]  	(Key mapping)<br>  list mappings (starting with [lhs]) for Normal and Visual mode
(Key mapping)<br>:ma[p]! [lhs]  	(Key mapping)<br>  list mappings (starting with [lhs]) for Insert and Command-line mode
(Key mapping)<br>:cmap/:cunmap/:cnoremap  	(Key mapping)<br>  like ":map!"/":unmap!"/":noremap!" but for Command-line mode only
(Key mapping)<br>:imap/:iunmap/:inoremap  	(Key mapping)<br>  like ":map!"/":unmap!"/":noremap!" but for Insert mode only
(Key mapping)<br>:nmap/:nunmap/:nnoremap  	(Key mapping)<br>  like ":map"/":unmap"/":noremap" but for Normal mode only
